,time,year,month,day,hour,minute,day_of_week,cluster_1,cluster_2,cluster_3,rain,temp,rhum,available_bikes
23,2018-08-01 12:30:02,2018,8,1,12,30,2,0.19230769230769232,0.07381676074685194,0.1988360814742968,2.0,15.7,89,0
24,2018-08-01 13:00:01,2018,8,1,13,0,2,0.2272727272727273,0.08684324793747286,0.32007759456838025,1.1,16.3,86,0
25,2018-08-01 13:30:01,2018,8,1,13,30,2,0.3409090909090909,0.09552757273122016,0.27643064985451016,1.1,16.3,86,0
26,2018-08-01 14:00:01,2018,8,1,14,0,2,0.13986013986013987,0.14329135909683022,0.4364694471387003,0.0,17.1,77,0
27,2018-08-01 14:30:02,2018,8,1,14,30,2,0.23601398601398602,0.1910551454624403,0.4122211445198836,0.0,17.1,77,0
28,2018-08-01 15:00:02,2018,8,1,15,0,2,0.32342657342657344,0.2778983933999132,0.8632395732298739,0.0,17.5,75,1
29,2018-08-01 15:30:02,2018,8,1,15,30,2,0.47202797202797203,0.2344767694311767,0.9553831231813772,0.0,17.5,75,4
30,2018-08-01 16:00:02,2018,8,1,16,0,2,0.5856643356643356,0.37776812852800706,1.2415130940834145,0.0,18.2,74,3
31,2018-08-01 16:30:02,2018,8,1,16,30,2,0.506993006993007,0.37776812852800706,1.5227934044616878,0.0,18.2,74,3
32,2018-08-01 17:00:02,2018,8,1,17,0,2,0.4545454545454546,0.30395136778115506,0.9747817652764308,0.0,18.1,77,0
33,2018-08-01 17:30:03,2018,8,1,17,30,2,0.2972027972027972,0.2127659574468085,0.6207565470417071,0.0,18.1,77,2
34,2018-08-01 18:00:03,2018,8,1,18,0,2,0.3321678321678322,0.2822405557967868,0.5625606207565471,0.0,18.9,75,5
35,2018-08-01 18:30:03,2018,8,1,18,30,2,0.1835664335664336,0.17802865827181935,0.4413191076624636,0.0,18.9,75,9
36,2018-08-01 19:00:03,2018,8,1,19,0,2,0.2097902097902098,0.2040816326530612,0.44616876818622697,0.0,18.4,80,9
37,2018-08-01 19:30:03,2018,8,1,19,30,2,0.30594405594405594,0.21710811984368214,0.3394762366634336,0.0,18.4,80,8
38,2018-08-01 20:00:01,2018,8,1,20,0,2,0.3758741258741258,0.16066000868432478,0.29582929194956353,0.0,18.3,82,9
39,2018-08-01 20:30:02,2018,8,1,20,30,2,0.2797202797202797,0.1910551454624403,0.28612997090203685,0.0,18.3,82,10
40,2018-08-01 21:00:02,2018,8,1,21,0,2,0.2272727272727273,0.18671298306556666,0.2909796314258002,0.0,18.1,84,10
41,2018-08-01 21:30:02,2018,8,1,21,30,2,0.30594405594405594,0.11289622231871473,0.3734238603297769,0.0,18.1,84,11
42,2018-08-01 22:00:02,2018,8,1,22,0,2,0.26223776223776224,0.11723838471558835,0.24733268671193015,0.1,17.9,86,13
43,2018-08-01 22:30:02,2018,8,1,22,30,2,0.2534965034965035,0.06513243595310464,0.2036857419980601,0.1,17.9,86,15
44,2018-08-01 23:00:02,2018,8,1,23,0,2,0.08741258741258742,0.017368649587494574,0.16488845780795344,0.0,18.0,86,15
45,2018-08-01 23:30:02,2018,8,1,23,30,2,0.026223776223776224,0.008684324793747287,0.0921435499515034,0.0,18.0,86,15
2578,2018-08-02 00:00:01,2018,8,2,0,0,3,0.0,0.0,0.0,0.0,17.8,87,15
2579,2018-08-02 00:30:02,2018,8,2,0,30,3,,,,0.0,17.8,87,15
2580,2018-08-02 01:00:02,2018,8,2,1,0,3,,,,0.0,17.8,87,15
2581,2018-08-02 01:30:05,2018,8,2,1,30,3,,,,0.0,17.8,87,15
2582,2018-08-02 02:00:02,2018,8,2,2,0,3,,,,0.0,17.2,90,15
2583,2018-08-02 02:30:03,2018,8,2,2,30,3,,,,0.0,17.2,90,15
2584,2018-08-02 03:00:02,2018,8,2,3,0,3,,,,0.0,17.5,89,15
2585,2018-08-02 03:30:02,2018,8,2,3,30,3,,,,0.0,17.5,89,15
2586,2018-08-02 04:00:02,2018,8,2,4,0,3,,,,0.0,17.4,90,15
2587,2018-08-02 04:30:02,2018,8,2,4,30,3,,,,0.0,17.4,90,14
2588,2018-08-02 05:00:02,2018,8,2,5,0,3,0.2185314685314685,0.1693443334780721,0.1066925315227934,0.0,17.5,89,13
2589,2018-08-02 05:30:02,2018,8,2,5,30,3,0.3409090909090909,0.5427702996092053,0.2279340446168768,0.0,17.5,89,10
2590,2018-08-02 06:00:02,2018,8,2,6,0,3,0.3321678321678322,0.5644811115935736,0.3831231813773036,0.0,18.0,88,4
2591,2018-08-02 06:30:02,2018,8,2,6,30,3,0.6905594405594405,1.0638297872340423,0.43161978661493694,0.0,18.0,88,3
2592,2018-08-02 07:00:02,2018,8,2,7,0,3,0.7167832167832168,1.1463308727746415,0.5237633365664404,0.0,18.9,83,0
2593,2018-08-02 07:30:02,2018,8,2,7,30,3,1.0227272727272727,0.6730351715154147,0.7662463627546072,0.0,18.9,83,0
2594,2018-08-02 08:00:02,2018,8,2,8,0,3,0.576923076923077,0.3300043421623969,0.3103782735208536,0.0,19.7,79,0
2595,2018-08-02 08:30:02,2018,8,2,8,30,3,0.2185314685314685,0.2344767694311767,0.40252182347235704,0.0,19.7,79,0
2596,2018-08-02 09:00:01,2018,8,2,9,0,3,0.2185314685314685,0.10855405992184107,0.3055286129970902,0.0,20.7,74,0
2597,2018-08-02 09:30:06,2018,8,2,9,30,3,0.30594405594405594,0.11723838471558835,0.2279340446168768,0.0,20.7,74,0
2598,2018-08-02 10:00:01,2018,8,2,10,0,3,0.26223776223776224,0.08684324793747286,0.28612997090203685,0.0,21.1,72,1
2599,2018-08-02 10:30:02,2018,8,2,10,30,3,0.3146853146853147,0.17368649587494572,0.2667313288069835,0.0,21.1,72,2
2600,2018-08-02 11:00:02,2018,8,2,11,0,3,0.3146853146853147,0.2127659574468085,0.5237633365664404,0.0,21.5,69,2
2601,2018-08-02 11:30:02,2018,8,2,11,30,3,0.3409090909090909,0.13460703430308293,0.6401551891367605,0.0,21.5,69,1
2602,2018-08-02 12:00:01,2018,8,2,12,0,3,0.5244755244755245,0.1693443334780721,0.5722599418040737,0.0,23.0,64,0
2603,2018-08-02 12:30:02,2018,8,2,12,30,3,0.30594405594405594,0.1389491966999566,0.44616876818622697,0.0,23.0,64,0
2604,2018-08-02 13:00:03,2018,8,2,13,0,3,0.3409090909090909,0.16066000868432478,0.3491755577109602,0.0,23.6,65,0
2605,2018-08-02 13:30:02,2018,8,2,13,30,3,0.32342657342657344,0.13026487190620928,0.2812803103782736,0.0,23.6,65,1
2606,2018-08-02 14:00:02,2018,8,2,14,0,3,0.2272727272727273,0.17368649587494572,0.44616876818622697,0.0,24.5,59,0
2607,2018-08-02 14:30:02,2018,8,2,14,30,3,0.20104895104895104,0.15631784628745116,0.4510184287099903,0.0,24.5,59,0
2608,2018-08-02 15:00:02,2018,8,2,15,0,3,0.4283216783216783,0.182370820668693,0.9602327837051406,0.0,26.0,54,1
2609,2018-08-02 15:30:02,2018,8,2,15,30,3,0.6206293706293706,0.1910551454624403,0.994180407371484,0.0,26.0,54,1
2610,2018-08-02 16:00:01,2018,8,2,16,0,3,0.4982517482517482,0.37776812852800706,1.236663433559651,0.0,25.0,58,0
2611,2018-08-02 16:30:02,2018,8,2,16,30,3,0.5681818181818181,0.3082935301780287,1.3870029097963144,0.0,25.0,58,1
2612,2018-08-02 17:00:02,2018,8,2,17,0,3,0.3758741258741258,0.4168475900998697,0.8535402521823472,0.0,23.7,64,1
2613,2018-08-02 17:30:02,2018,8,2,17,30,3,0.2534965034965035,0.2214502822405558,0.7322987390882638,0.0,23.7,64,4
2614,2018-08-02 18:00:03,2018,8,2,18,0,3,0.576923076923077,0.20842379504993488,0.5965082444228904,0.0,23.3,69,4
2615,2018-08-02 18:30:02,2018,8,2,18,30,3,0.2797202797202797,0.1389491966999566,0.4219204655674103,0.0,23.3,69,8
2616,2018-08-02 19:00:01,2018,8,2,19,0,3,0.506993006993007,0.14763352149370387,0.3976721629485936,0.0,22.1,75,6
2617,2018-08-02 19:30:02,2018,8,2,19,30,3,0.3146853146853147,0.15631784628745116,0.3831231813773036,0.0,22.1,75,9
2618,2018-08-02 20:00:02,2018,8,2,20,0,3,0.3583916083916084,0.3082935301780287,0.3297769156159069,0.0,21.5,76,10
2619,2018-08-02 20:30:01,2018,8,2,20,30,3,0.2797202797202797,0.2735562310030395,0.3103782735208536,0.0,21.5,76,12
2620,2018-08-02 21:00:02,2018,8,2,21,0,3,0.17482517482517484,0.1389491966999566,0.22308438409311349,0.0,20.3,80,14
2621,2018-08-02 21:30:02,2018,8,2,21,30,3,0.32342657342657344,0.11723838471558835,0.3443258971871969,0.0,20.3,80,16
2622,2018-08-02 22:00:02,2018,8,2,22,0,3,0.2272727272727273,0.08684324793747286,0.28612997090203685,0.0,19.8,81,18
2623,2018-08-02 22:30:02,2018,8,2,22,30,3,0.1835664335664336,0.10855405992184107,0.2376333656644035,0.0,19.8,81,17
2624,2018-08-02 23:00:03,2018,8,2,23,0,3,0.1835664335664336,0.05644811115935736,0.16003879728419013,0.0,19.5,82,19
2625,2018-08-02 23:30:02,2018,8,2,23,30,3,0.08741258741258742,0.013026487190620929,0.029097963142580018,0.0,19.5,82,20
7858,2018-08-03 00:00:03,2018,8,3,0,0,4,0.0,0.0,0.0,0.0,19.2,83,20
7859,2018-08-03 00:30:06,2018,8,3,0,30,4,,,,0.0,19.2,83,20
7860,2018-08-03 01:00:01,2018,8,3,1,0,4,,,,0.0,18.8,84,20
7861,2018-08-03 01:30:01,2018,8,3,1,30,4,,,,0.0,18.8,84,20
7862,2018-08-03 02:00:02,2018,8,3,2,0,4,,,,0.0,18.5,86,20
7863,2018-08-03 02:30:02,2018,8,3,2,30,4,,,,0.0,18.5,86,20
7864,2018-08-03 03:00:02,2018,8,3,3,0,4,,,,0.0,18.5,85,20
7865,2018-08-03 03:30:02,2018,8,3,3,30,4,,,,0.0,18.5,85,20
7866,2018-08-03 04:00:02,2018,8,3,4,0,4,,,,0.0,18.4,87,20
7867,2018-08-03 04:30:02,2018,8,3,4,30,4,,,,0.0,18.4,87,20
7868,2018-08-03 05:00:01,2018,8,3,5,0,4,0.2447552447552448,0.1389491966999566,0.07759456838021339,0.4,18.2,91,19
7869,2018-08-03 05:30:03,2018,8,3,5,30,4,0.2534965034965035,0.5601389491966999,0.14064015518913678,0.4,18.2,91,17
7870,2018-08-03 06:00:01,2018,8,3,6,0,4,0.2884615384615385,0.4559270516717325,0.21823472356935014,0.1,18.3,91,9
7871,2018-08-03 06:30:03,2018,8,3,6,30,4,0.506993006993007,0.7468519322622666,0.2133850630455868,0.1,18.3,91,6
7872,2018-08-03 07:00:01,2018,8,3,7,0,4,0.5681818181818181,0.7207989578810248,0.3685741998060136,0.1,18.3,93,0
7873,2018-08-03 07:30:02,2018,8,3,7,30,4,0.6293706293706294,0.7511940946591402,0.6644034917555772,0.1,18.3,93,0
7874,2018-08-03 08:00:02,2018,8,3,8,0,4,0.6118881118881119,0.2952670429874077,0.37827352085354027,0.5,17.7,93,0
7875,2018-08-03 08:30:03,2018,8,3,8,30,4,0.2447552447552448,0.2344767694311767,0.25703200775945684,0.5,17.7,93,0
7876,2018-08-03 09:00:02,2018,8,3,9,0,4,0.19230769230769232,0.21710811984368214,0.2133850630455868,0.0,18.4,91,0
7877,2018-08-03 09:30:02,2018,8,3,9,30,4,0.15734265734265734,0.16066000868432478,0.3249272550921436,0.0,18.4,91,4
7878,2018-08-03 10:00:03,2018,8,3,10,0,4,0.32342657342657344,0.07381676074685194,0.32007759456838025,0.0,20.3,80,2
7879,2018-08-03 10:30:02,2018,8,3,10,30,4,0.2272727272727273,0.11289622231871473,0.29582929194956353,0.0,20.3,80,0
7880,2018-08-03 11:00:01,2018,8,3,11,0,4,0.3583916083916084,0.2040816326530612,0.6644034917555772,0.0,21.2,73,1
7881,2018-08-03 11:30:02,2018,8,3,11,30,4,0.5681818181818181,0.17802865827181935,0.5528612997090203,0.0,21.2,73,0
7882,2018-08-03 12:00:02,2018,8,3,12,0,4,0.4982517482517482,0.14763352149370387,0.6207565470417071,0.0,22.6,64,0
7883,2018-08-03 12:30:01,2018,8,3,12,30,4,0.3583916083916084,0.2344767694311767,0.5722599418040737,0.0,22.6,64,6
7884,2018-08-03 13:00:02,2018,8,3,13,0,4,0.30594405594405594,0.17368649587494572,0.38797284190106696,0.0,23.9,57,5
7885,2018-08-03 13:30:02,2018,8,3,13,30,4,0.3758741258741258,0.2127659574468085,0.5431619786614937,0.0,23.9,57,3
7886,2018-08-03 14:00:02,2018,8,3,14,0,4,0.3409090909090909,0.13460703430308293,0.5722599418040737,0.0,24.1,54,0
7887,2018-08-03 14:30:01,2018,8,3,14,30,4,0.4195804195804196,0.26487190620929224,0.5334626576139669,0.0,24.1,54,3
7888,2018-08-03 15:00:02,2018,8,3,15,0,4,0.4807692307692308,0.3082935301780287,0.8583899127061105,0.0,24.4,54,2
7889,2018-08-03 15:30:02,2018,8,3,15,30,4,0.5856643356643356,0.26487190620929224,0.9311348205625608,0.0,24.4,54,0
7890,2018-08-03 16:00:02,2018,8,3,16,0,4,0.4108391608391608,0.1693443334780721,0.9893307468477208,0.0,24.7,52,0
7891,2018-08-03 16:30:02,2018,8,3,16,30,4,0.6468531468531469,0.3256621797655232,0.9165858389912708,0.0,24.7,52,2
7892,2018-08-03 17:00:02,2018,8,3,17,0,4,0.4632867132867133,0.20842379504993488,0.6789524733268671,0.0,23.5,57,2
7893,2018-08-03 17:30:02,2018,8,3,17,30,4,0.47202797202797203,0.26052974381241856,0.5043646944713871,0.0,23.5,57,3
7894,2018-08-03 18:00:02,2018,8,3,18,0,4,0.2447552447552448,0.182370820668693,0.5237633365664404,0.0,22.8,57,3
7895,2018-08-03 18:30:02,2018,8,3,18,30,4,0.3933566433566433,0.11723838471558835,0.3734238603297769,0.0,22.8,57,3
7896,2018-08-03 19:00:02,2018,8,3,19,0,4,0.2884615384615385,0.16500217108119844,0.3588748787584869,0.0,21.3,60,1
7897,2018-08-03 19:30:01,2018,8,3,19,30,4,0.2797202797202797,0.13026487190620928,0.2279340446168768,0.0,21.3,60,1
7898,2018-08-03 20:00:02,2018,8,3,20,0,4,0.23601398601398602,0.3300043421623969,0.2909796314258002,0.0,19.9,64,4
7899,2018-08-03 20:30:02,2018,8,3,20,30,4,0.23601398601398602,0.17368649587494572,0.3055286129970902,0.0,19.9,64,4
7900,2018-08-03 21:00:02,2018,8,3,21,0,4,0.2534965034965035,0.11723838471558835,0.2376333656644035,0.0,19.1,70,4
7901,2018-08-03 21:30:01,2018,8,3,21,30,4,0.13986013986013987,0.12592270950933565,0.2424830261881668,0.0,19.1,70,3
7902,2018-08-03 22:00:02,2018,8,3,22,0,4,0.2447552447552448,0.0911854103343465,0.27643064985451016,0.0,17.7,80,2
7903,2018-08-03 22:30:02,2018,8,3,22,30,4,0.23601398601398602,0.06513243595310464,0.3249272550921436,0.0,17.7,80,2
7904,2018-08-03 23:00:02,2018,8,3,23,0,4,0.2447552447552448,0.047763786365610066,0.23278370514064015,0.0,16.8,87,5
7905,2018-08-03 23:30:02,2018,8,3,23,30,4,0.1048951048951049,0.030395136778115506,0.06304558680892337,0.0,16.8,87,5
13138,2018-08-04 00:00:02,2018,8,4,0,0,5,0.0,0.0,0.0,0.0,15.6,92,5
13139,2018-08-04 00:30:02,2018,8,4,0,30,5,,,,0.0,15.6,92,5
13140,2018-08-04 01:00:02,2018,8,4,1,0,5,,,,0.0,15.8,91,5
13141,2018-08-04 01:30:02,2018,8,4,1,30,5,,,,0.0,15.8,91,5
13142,2018-08-04 02:00:02,2018,8,4,2,0,5,,,,0.0,15.7,91,5
13143,2018-08-04 02:30:01,2018,8,4,2,30,5,,,,0.0,15.7,91,5
13144,2018-08-04 03:00:02,2018,8,4,3,0,5,,,,0.0,15.8,90,5
13145,2018-08-04 03:30:02,2018,8,4,3,30,5,,,,0.0,15.8,90,5
13146,2018-08-04 04:00:02,2018,8,4,4,0,5,,,,0.0,15.8,89,5
13147,2018-08-04 04:30:02,2018,8,4,4,30,5,,,,0.0,15.8,89,8
13148,2018-08-04 05:00:01,2018,8,4,5,0,5,0.1048951048951049,0.08684324793747286,0.07759456838021339,0.0,15.7,89,9
13149,2018-08-04 05:30:01,2018,8,4,5,30,5,0.08741258741258742,0.1910551454624403,0.0533462657613967,0.0,15.7,89,8
13150,2018-08-04 06:00:01,2018,8,4,6,0,5,0.12237762237762237,0.13460703430308293,0.1309408341416101,0.0,16.0,87,5
13151,2018-08-04 06:30:01,2018,8,4,6,30,5,0.2097902097902098,0.14329135909683022,0.11154219204655674,0.0,16.0,87,3
13152,2018-08-04 07:00:02,2018,8,4,7,0,5,0.15734265734265734,0.1519756838905775,0.15518913676042678,0.0,16.8,82,0
13153,2018-08-04 07:30:02,2018,8,4,7,30,5,0.2272727272727273,0.1519756838905775,0.07274490785645005,0.0,16.8,82,0
13154,2018-08-04 08:00:02,2018,8,4,8,0,5,0.12237762237762237,0.1910551454624403,0.15033947623666344,0.0,18.0,72,0
13155,2018-08-04 08:30:02,2018,8,4,8,30,5,0.2272727272727273,0.2344767694311767,0.3055286129970902,0.0,18.0,72,1
13156,2018-08-04 09:00:02,2018,8,4,9,0,5,0.15734265734265734,0.2344767694311767,0.2036857419980601,0.0,18.4,70,0
13157,2018-08-04 09:30:02,2018,8,4,9,30,5,0.17482517482517484,0.3126356925749023,0.18913676042677013,0.0,18.4,70,0
13158,2018-08-04 10:00:02,2018,8,4,10,0,5,0.26223776223776224,0.243161094224924,0.23278370514064015,0.0,18.7,70,0
13159,2018-08-04 10:30:02,2018,8,4,10,30,5,0.30594405594405594,0.182370820668693,0.19398642095053348,0.0,18.7,70,1
13160,2018-08-04 11:00:02,2018,8,4,11,0,5,0.1835664335664336,0.2040816326530612,0.2376333656644035,0.0,19.9,65,0
13161,2018-08-04 11:30:02,2018,8,4,11,30,5,0.3583916083916084,0.2909248805905341,0.3297769156159069,0.0,19.9,65,0
13162,2018-08-04 12:00:01,2018,8,4,12,0,5,0.2272727272727273,0.182370820668693,0.3055286129970902,0.0,19.7,64,1
13163,2018-08-04 12:30:03,2018,8,4,12,30,5,0.4807692307692308,0.2735562310030395,0.2909796314258002,0.0,19.7,64,15
13164,2018-08-04 13:00:02,2018,8,4,13,0,5,0.26223776223776224,0.2214502822405558,0.27643064985451016,0.0,20.9,56,10
13165,2018-08-04 13:30:01,2018,8,4,13,30,5,0.3583916083916084,0.2778983933999132,0.3055286129970902,0.0,20.9,56,8
13166,2018-08-04 14:00:01,2018,8,4,14,0,5,0.38461538461538464,0.2344767694311767,0.3055286129970902,0.0,20.9,57,0
13167,2018-08-04 14:30:02,2018,8,4,14,30,5,0.5332167832167832,0.22579244463742945,0.3103782735208536,0.0,20.9,57,1
13168,2018-08-04 15:00:02,2018,8,4,15,0,5,0.32342657342657344,0.17802865827181935,0.3103782735208536,0.0,21.2,54,0
13169,2018-08-04 15:30:01,2018,8,4,15,30,5,0.38461538461538464,0.1997394702561876,0.3540252182347236,0.0,21.2,54,9
13170,2018-08-04 16:00:01,2018,8,4,16,0,5,0.3671328671328672,0.20842379504993488,0.27643064985451016,0.0,22.0,53,7
13171,2018-08-04 16:30:02,2018,8,4,16,30,5,0.30594405594405594,0.1519756838905775,0.3006789524733269,0.0,22.0,53,6
13172,2018-08-04 17:00:02,2018,8,4,17,0,5,0.2447552447552448,0.182370820668693,0.2618816682832202,0.0,21.9,55,14
13173,2018-08-04 17:30:02,2018,8,4,17,30,5,0.4632867132867133,0.11723838471558835,0.36372453928225024,0.0,21.9,55,15
13174,2018-08-04 18:00:02,2018,8,4,18,0,5,0.4020979020979021,0.08684324793747286,0.3103782735208536,0.0,20.7,59,10
13175,2018-08-04 18:30:02,2018,8,4,18,30,5,0.3146853146853147,0.2040816326530612,0.18913676042677013,0.0,20.7,59,6
13176,2018-08-04 19:00:02,2018,8,4,19,0,5,0.3496503496503497,0.2388189318280504,0.3103782735208536,0.0,20.4,59,7
13177,2018-08-04 19:30:02,2018,8,4,19,30,5,0.3146853146853147,0.1693443334780721,0.20853540252182348,0.0,20.4,59,9
13178,2018-08-04 20:00:02,2018,8,4,20,0,5,0.23601398601398602,0.10421189752496744,0.15518913676042678,0.0,18.9,64,8
13179,2018-08-04 20:30:02,2018,8,4,20,30,5,0.2447552447552448,0.13460703430308293,0.13579049466537346,0.0,18.9,64,7
13180,2018-08-04 21:00:02,2018,8,4,21,0,5,0.2097902097902098,0.12592270950933565,0.16488845780795344,0.0,17.7,69,4
13181,2018-08-04 21:30:02,2018,8,4,21,30,5,0.1835664335664336,0.10421189752496744,0.25703200775945684,0.0,17.7,69,2
13182,2018-08-04 22:00:02,2018,8,4,22,0,5,0.19230769230769232,0.0911854103343465,0.24733268671193015,0.0,15.2,81,4
13183,2018-08-04 22:30:02,2018,8,4,22,30,5,0.3409090909090909,0.047763786365610066,0.2279340446168768,0.0,15.2,81,5
13184,2018-08-04 23:00:03,2018,8,4,23,0,5,0.2884615384615385,0.0911854103343465,0.23278370514064015,0.0,14.0,87,1
13185,2018-08-04 23:30:01,2018,8,4,23,30,5,0.12237762237762237,0.0,0.11154219204655674,0.0,14.0,87,0
18418,2018-08-05 00:00:03,2018,8,5,0,0,6,0.0,0.0,0.0,0.0,13.7,89,0
18419,2018-08-05 00:30:02,2018,8,5,0,30,6,,,,0.0,13.7,89,0
18420,2018-08-05 01:00:03,2018,8,5,1,0,6,,,,0.0,14.9,85,0
18421,2018-08-05 01:30:02,2018,8,5,1,30,6,,,,0.0,14.9,85,0
18422,2018-08-05 02:00:01,2018,8,5,2,0,6,,,,0.0,15.3,84,0
18423,2018-08-05 02:30:01,2018,8,5,2,30,6,,,,0.0,15.3,84,0
18424,2018-08-05 03:00:02,2018,8,5,3,0,6,,,,0.0,15.4,81,0
18425,2018-08-05 03:30:02,2018,8,5,3,30,6,,,,0.0,15.4,81,0
18426,2018-08-05 04:00:02,2018,8,5,4,0,6,,,,0.0,14.8,85,0
18427,2018-08-05 04:30:02,2018,8,5,4,30,6,,,,0.0,14.8,85,0
18428,2018-08-05 05:00:02,2018,8,5,5,0,6,0.06993006993006994,0.047763786365610066,0.019398642095053348,0.0,14.3,88,0
18429,2018-08-05 05:30:02,2018,8,5,5,30,6,0.13111888111888112,0.12592270950933565,0.024248302618816685,0.0,14.3,88,0
18430,2018-08-05 06:00:01,2018,8,5,6,0,6,0.1048951048951049,0.08684324793747286,0.07274490785645005,0.0,14.8,88,0
18431,2018-08-05 06:30:02,2018,8,5,6,30,6,0.2097902097902098,0.15631784628745116,0.0533462657613967,0.0,14.8,88,0
18432,2018-08-05 07:00:02,2018,8,5,7,0,6,0.2097902097902098,0.10421189752496744,0.06789524733268673,0.0,16.2,81,3
18433,2018-08-05 07:30:02,2018,8,5,7,30,6,0.2185314685314685,0.15631784628745116,0.1309408341416101,0.0,16.2,81,0
18434,2018-08-05 08:00:01,2018,8,5,8,0,6,0.09615384615384616,0.10421189752496744,0.0533462657613967,0.0,17.7,73,17
18435,2018-08-05 08:30:02,2018,8,5,8,30,6,0.19230769230769232,0.17802865827181935,0.15033947623666344,0.0,17.7,73,18
18436,2018-08-05 09:00:02,2018,8,5,9,0,6,0.19230769230769232,0.13026487190620928,0.1454898157129001,0.0,19.3,67,16
18437,2018-08-05 09:30:02,2018,8,5,9,30,6,0.3146853146853147,0.17802865827181935,0.1066925315227934,0.0,19.3,67,16
18438,2018-08-05 10:00:01,2018,8,5,10,0,6,0.17482517482517484,0.16500217108119844,0.23278370514064015,0.0,20.4,63,11
18439,2018-08-05 10:30:01,2018,8,5,10,30,6,0.2884615384615385,0.2692140686061659,0.16488845780795344,0.0,20.4,63,10
18440,2018-08-05 11:00:02,2018,8,5,11,0,6,0.30594405594405594,0.17368649587494572,0.21823472356935014,0.0,20.6,64,2
18441,2018-08-05 11:30:02,2018,8,5,11,30,6,0.2797202797202797,0.21710811984368214,0.2133850630455868,0.0,20.6,64,2
18442,2018-08-05 12:00:01,2018,8,5,12,0,6,0.1835664335664336,0.2735562310030395,0.3103782735208536,0.0,22.6,51,1
18443,2018-08-05 12:30:02,2018,8,5,12,30,6,0.3146853146853147,0.2952670429874077,0.23278370514064015,0.0,22.6,51,0
18444,2018-08-05 13:00:01,2018,8,5,13,0,6,0.19230769230769232,0.21710811984368214,0.2715809893307469,0.0,23.6,48,0
18445,2018-08-05 13:30:01,2018,8,5,13,30,6,0.2884615384615385,0.316977854971776,0.2424830261881668,0.0,23.6,48,1
18446,2018-08-05 14:00:02,2018,8,5,14,0,6,0.3758741258741258,0.22579244463742945,0.2618816682832202,0.0,23.5,48,0
18447,2018-08-05 14:30:02,2018,8,5,14,30,6,0.3146853146853147,0.17368649587494572,0.2909796314258002,0.0,23.5,48,1
18448,2018-08-05 15:00:01,2018,8,5,15,0,6,0.4020979020979021,0.15631784628745116,0.2424830261881668,0.0,24.1,45,0
18449,2018-08-05 15:30:02,2018,8,5,15,30,6,0.3146853146853147,0.182370820668693,0.2279340446168768,0.0,24.1,45,0
18450,2018-08-05 16:00:02,2018,8,5,16,0,6,0.3933566433566433,0.2214502822405558,0.2812803103782736,0.0,23.7,50,0
18451,2018-08-05 16:30:01,2018,8,5,16,30,6,0.2709790209790209,0.1519756838905775,0.3297769156159069,0.0,23.7,50,2
18452,2018-08-05 17:00:02,2018,8,5,17,0,6,0.2797202797202797,0.2301346070343031,0.2376333656644035,0.0,23.6,52,0
18453,2018-08-05 17:30:03,2018,8,5,17,30,6,0.3583916083916084,0.16066000868432478,0.28612997090203685,0.0,23.6,52,0
18454,2018-08-05 18:00:02,2018,8,5,18,0,6,0.38461538461538464,0.1519756838905775,0.22308438409311349,0.0,23.1,53,1
18455,2018-08-05 18:30:02,2018,8,5,18,30,6,0.30594405594405594,0.14763352149370387,0.24733268671193015,0.0,23.1,53,2
18456,2018-08-05 19:00:02,2018,8,5,19,0,6,0.2447552447552448,0.11289622231871473,0.2715809893307469,0.0,21.6,58,1
18457,2018-08-05 19:30:01,2018,8,5,19,30,6,0.30594405594405594,0.1519756838905775,0.2036857419980601,0.0,21.6,58,0
18458,2018-08-05 20:00:02,2018,8,5,20,0,6,0.2884615384615385,0.1519756838905775,0.17943743937924345,0.0,20.5,63,1
18459,2018-08-05 20:30:03,2018,8,5,20,30,6,0.15734265734265734,0.13460703430308293,0.1745877788554801,0.0,20.5,63,0
18460,2018-08-05 21:00:02,2018,8,5,21,0,6,0.1486013986013986,0.11289622231871473,0.15518913676042678,0.0,18.1,73,1
18461,2018-08-05 21:30:02,2018,8,5,21,30,6,0.2797202797202797,0.07381676074685194,0.1212415130940834,0.0,18.1,73,0
18462,2018-08-05 22:00:02,2018,8,5,22,0,6,0.20104895104895104,0.0911854103343465,0.21823472356935014,0.0,16.0,80,0
18463,2018-08-05 22:30:02,2018,8,5,22,30,6,0.1835664335664336,0.05644811115935736,0.21823472356935014,0.0,16.0,80,2
18464,2018-08-05 23:00:01,2018,8,5,23,0,6,0.2884615384615385,0.052105948762483714,0.17943743937924345,0.0,15.3,82,4
18465,2018-08-05 23:30:02,2018,8,5,23,30,6,0.12237762237762237,0.017368649587494574,0.058195926285160036,0.0,15.3,82,6
23698,2018-08-06 00:00:02,2018,8,6,0,0,0,0.0,0.0,0.0,0.0,15.1,80,6
23699,2018-08-06 00:30:02,2018,8,6,0,30,0,,,,0.0,15.1,80,6
23700,2018-08-06 01:00:02,2018,8,6,1,0,0,,,,0.0,14.7,82,6
23701,2018-08-06 01:30:02,2018,8,6,1,30,0,,,,0.0,14.7,82,6
23702,2018-08-06 02:00:02,2018,8,6,2,0,0,,,,0.0,14.4,84,6
23703,2018-08-06 02:30:02,2018,8,6,2,30,0,,,,0.0,14.4,84,6
